3/21/1964,The Beatles,"""She Loves You""",Swan,2,[1]
4/4/1964,The Beatles,"""Can't Buy Me Love""",Capitol,5,[1]
5/9/1964,Louis Armstrong,"""Hello, Dolly!""",Kapp,1,[1]
5/16/1964,Mary Wells,"""My Guy""",Motown,2,[1]
5/30/1964,The Beatles,"""Love Me Do""",Tollie,1,[1]
6/6/1964,The Dixie Cups,"""Chapel of Love""",Red Bird,3,[1]
6/27/1964,Peter and Gordon,"""A World Without Love""",Capitol,1,[1]
7/4/1964,The Beach Boys,"""I Get Around""",Capitol,2,[1]
7/18/1964,The Four Seasons,"""Rag Doll""",Philips,2,[1]
8/1/1964,The Beatles,"""A Hard Day's Night""",Capitol,2,[1]
8/15/1964,Dean Martin,"""Everybody Loves Somebody""",Reprise,1,[1]
8/22/1964,The Supremes,"""Where Did Our Love Go""",Motown,2,[1]
9/5/1964,The Animals,"""The House of the Rising Sun""",MGM,3,[1]
9/26/1964,Roy Orbison,"""Oh, Pretty Woman""",Monument,3,[1]
10/17/1964,Manfred Mann,"""Do Wah Diddy Diddy""",Ascot,2,[1]
10/31/1964,The Supremes,"""Baby Love""",Motown,4,[1]
11/28/1964,The Shangri-Las,"""Leader of the Pack""",Red Bird,1,[1]
12/5/1964,Lorne Greene,"""Ringo""",RCA Victor,1,[1]
12/12/1964,Bobby Vinton,"""Mr. Lonely""",Epic,1,[1]
12/19/1964,The Supremes,"""Come See About Me""",Motown,2,[1]
12/26/1964,The Beatles,"""I Feel Fine""",Capitol,3,[1]
,,,,,
1/23/1965,Petula Clark,"""Downtown""",Warner Bros.,2,[1]
2/6/1965,The Righteous Brothers,"""You've Lost That Lovin' Feelin'""",Philles,2,[1]
2/20/1965,Gary Lewis & The Playboys,"""This Diamond Ring""",Liberty,2,[1]
3/6/1965,The Temptations,"""My Girl""",Motown,1,[1]
3/13/1965,The Beatles,"""Eight Days a Week""",Capitol,2,[1]
3/27/1965,The Supremes,"""Stop! In the Name of Love""",Motown,2,[1]
4/10/1965,Freddie and the Dreamers,"""I'm Telling You Now""",Tower,2,[1]
4/24/1965,Wayne Fontana & The Mindbenders,"""Game of Love""",Fontana,1,[1]
5/1/1965,Herman's Hermits,"""Mrs. Brown, You've Got a Lovely Daughter""",MGM,3,[1]
5/22/1965,The Beatles,"""Ticket to Ride""",Capitol,1,[1]
5/29/1965,The Beach Boys,"""Help Me Rhonda""",Capitol,2,[1]
6/12/1965,The Supremes,"""Back in My Arms Again""",Motown,1,[1]
6/19/1965,Four Tops,"""I Can't Help Myself (Sugar Pie, Honey Bunch)""",Motown,2,[1]
6/26/1965,The Byrds,"""Mr. Tambourine Man""",Columbia,1,[1]
7/10/1965,The Rolling Stones,"""(I Can't Get No) Satisfaction""",London,4,[1]
8/7/1965,Herman's Hermits,"""I'm Henry VIII, I Am""",MGM,1,[1]
8/14/1965,Sonny & Cher,"""I Got You Babe""",Atco,3,[1]
9/4/1965,The Beatles,"""Help!""",Capitol,3,[1]
9/25/1965,Barry McGuire,"""Eve Of Destruction""",Dunhill,1,[1]
10/2/1965,The McCoys,"""Hang On Sloopy""",Bang,1,[1]
10/9/1965,The Beatles,"""Yesterday""",Capitol,4,[1]
11/6/1965,The Rolling Stones,"""Get Off of My Cloud""",London,2,[1]
11/20/1965,The Supremes,"""I Hear a Symphony""",Motown,2,[1]
12/4/1965,The Byrds,"""Turn! Turn! Turn! (To Everything There Is a Season)""",Columbia,3,[1]
12/25/1965,The Dave Clark Five,"""Over and Over""",Epic,1,[1]
,,,,,
1/1/1966,Simon & Garfunkel,"""The Sound of Silence""",Columbia,2,[1]
1/8/1966,The Beatles,"""We Can Work It Out""",Capitol,3,[1]
2/5/1966,Petula Clark,"""My Love""",Warner Bros.,2,[1]
2/19/1966,Lou Christie,"""Lightnin' Strikes""",MGM,1,[1]
2/26/1966,Nancy Sinatra,"""These Boots Are Made for Walkin'""",Reprise,1,[1]
3/5/1966,Barry Sadler,"""Ballad of the Green Berets""? (1966)",RCA Victor,5,[1]
4/9/1966,The Righteous Brothers,"""(You're My) Soul And Inspiration""",Verve,3,[1]
4/30/1966,The Young Rascals,"""Good Lovin'""",Atlantic,1,[1]
5/7/1966,The Mamas & the Papas,"""Monday, Monday""",Dunhill,3,[1]
5/28/1966,Percy Sledge,"""When A Man Loves A Woman""",Atlantic,2,[1]
6/11/1966,The Rolling Stones,"""Paint It Black""",London,2,[1]
6/25/1966,The Beatles,"""Paperback Writer""",Capitol,2,[1]
7/2/1966,Frank Sinatra,"""Strangers In The Night""",Reprise,1,[1]
7/16/1966,Tommy James and the Shondells,"""Hanky Panky""",Roulette,2,[1]
7/30/1966,The Troggs,"""Wild Thing""",Atco,2,[1]
8/13/1966,The Lovin' Spoonful,"""Summer in the City""",Kama Sutra,3,[1]
9/3/1966,Donovan,"""Sunshine Superman""",Epic,1,[1]
9/10/1966,The Supremes,"""You Can't Hurry Love""",Motown,2,[1]
9/24/1966,The Association,"""Cherish""",Valiant,3,[1]
10/15/1966,Four Tops,"""Reach Out I'll Be There""",Motown,2,[1]
10/29/1966,? & the Mysterians,"""96 Tears""",Cameo,1,[1]
11/5/1966,The Monkees,"""Last Train to Clarksville""",Colgems,1,[1]
11/12/1966,Johnny Rivers,"""Poor Side Of Town""",Imperial,1,[1]
11/19/1966,The Supremes,"""You Keep Me Hangin' On""",Motown,2,[1]
12/3/1966,The New Vaudeville Band,"""Winchester Cathedral""",Fontana,3,[1]
12/10/1966,The Beach Boys,"""Good Vibrations""",Capitol,1,[1]
12/31/1966,The Monkees,"""I'm a Believer""",Colgems,7,[1]
,,,,,
2/18/1967,The Buckinghams,"""Kind of a Drag""",USA,2,[1]
3/4/1967,The Rolling Stones,"""Ruby Tuesday""",London,1,[1]
3/11/1967,The Supremes,"""Love Is Here and Now You're Gone""",Motown,1,[1]
3/18/1967,The Beatles,"""Penny Lane""",Capitol,1,[1]
3/25/1967,The Turtles,"""Happy Together""",White Whale,3,[1]
4/15/1967,Nancy Sinatra and Frank Sinatra,"""Somethin' Stupid""",Reprise,4,[1]
5/13/1967,The Supremes,"""The Happening""",Motown,1,[1]
5/20/1967,The Young Rascals,"""Groovin'""",Atlantic,4,[1]
6/3/1967,Aretha Franklin,"""Respect""",Atlantic,2,[1]
7/1/1967,The Association,"""Windy""",Warner Bros.,4,[1]
7/29/1967,The Doors,"""Light My Fire""",Elektra,3,[1]
8/19/1967,The Beatles,"""All You Need Is Love""",Capitol,1,[1]
8/26/1967,Bobbie Gentry,"""Ode to Billie Joe""",Capitol,4,[1]
9/23/1967,Box Tops,"""The Letter""",Mala,4,[1]
10/21/1967,Lulu,"""To Sir With Love""? (1967)",Epic,5,[1]
11/25/1967,Strawberry Alarm Clock,"""Incense and Peppermints""",Uni,1,[1]
12/2/1967,The Monkees,"""Daydream Believer""",Colgems,4,[1]
12/30/1967,The Beatles,"""Hello, Goodbye""",Capitol,3,[1]
,,,,,
1/20/1968,John Fred & His Playboy Band,"""Judy in Disguise (With Glasses)""",Paula,2,[1]
2/3/1968,The Lemon Pipers,"""Green Tambourine""",Buddah,1,[1]
2/10/1968,Paul Mauriat,"""Love Is Blue""",Philips,5,[1]
3/16/1968,Otis Redding,"""(Sittin' On) The Dock of the Bay""",Volt,4,[1]
4/13/1968,Bobby Goldsboro,"""Honey""",United Artists,5,[1]
5/18/1968,Archie Bell & the Drells,"""Tighten Up""",Atlantic,2,[1]
6/1/1968,Simon & Garfunkel,"""Mrs. Robinson""",Columbia,3,[1]
6/22/1968,Herb Alpert,"""This Guy's in Love with You""",A&M,4,[1]
7/20/1968,Hugh Masekela,"""Grazing in the Grass""",Uni,2,[1]
8/3/1968,The Doors,"""Hello, I Love You""",Elektra,2,[1]
8/17/1968,The Rascals,"""People Got to Be Free""",Atlantic,5,[1]
9/21/1968,Jeannie C. Riley,"""Harper Valley P.T.A.""",Plantation,1,[1]
9/28/1968,The Beatles,"""Hey Jude""? (1968)",Apple,9,[1]
11/30/1968,Diana Ross & the Supremes,"""Love Child""",Motown,2,[1]
12/14/1968,Marvin Gaye,"""I Heard It Through the Grapevine""",Tamla,7,[1]
,,,,,
2/1/1969,Tommy James and the Shondells,"""Crimson and Clover""",Roulette,2,[1]
2/15/1969,Sly and the Family Stone,"""Everyday People""",Epic,4,[1]
3/15/1969,Tommy Roe,"""Dizzy""",ABC,4,[1]
4/12/1969,The 5th Dimension,"""Aquarius/Let the Sunshine In""",Soul City,6,[1]
5/24/1969,The Beatles with Billy Preston,"""Get Back""",Apple,5,[1]
6/28/1969,Henry Mancini,"""Love Theme from Romeo and Juliet""",RCA Victor,2,[1]
7/12/1969,Zager and Evans,"""In the Year 2525""",RCA Victor,6,[1]
8/23/1969,The Rolling Stones,"""Honky Tonk Women""",London,4,[1]
9/20/1969,The Archies,"""Sugar, Sugar""? (1969)",Calendar,4,[1]
10/18/1969,The Temptations,"""I Can't Get Next To You""",Gordy,2,[1]
11/1/1969,Elvis Presley,"""Suspicious Minds""",RCA Victor,1,[1]
11/8/1969,The 5th Dimension,"""Wedding Bell Blues""",Soul City,3,[1]
11/29/1969,The Beatles,"""Come Together""/""Something""",Apple,1,[1]
12/6/1969,Steam,"""Na Na Hey Hey Kiss Him Goodbye""",Fontana,2,[1]
12/20/1969,"Peter, Paul & Mary","""Leaving on a Jet Plane""",Warner Bros.,1,[1]
12/27/1969,Diana Ross & the Supremes,"""Someday We'll Be Together""",Motown,1,[1]
